Node,Operator,Number of Params,Params (%),Memory (in Bytes),Memory (%),Weights and Bias Memory (%),Output Memory (%),Inputs Shape,Output Shape,Weights and Bias Shape,Inputs Size,Output Size,Inputs Memory (in Bytes),Weights and Bias Memory (in Bytes),Output Memory (in Bytes)
/down_blocks.2/resnets.0/norm2/Reshape,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x1280x16x16, 3",1x32x10240,,327683,327680,1310744.0,0.0,1310720.0
/down_blocks.2/resnets.0/norm2/Constant_1,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/down_blocks.2/resnets.0/norm2/Constant_2,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/down_blocks.2/resnets.0/norm2/InstanceNormalization,InstanceNormalization,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x32x10240, 32, 32",1x32x10240,,327744,327680,1310976.0,0.0,1310720.0
/down_blocks.2/resnets.0/norm2/Shape,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/resnets.0/norm2/Reshape_1,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x32x10240, 4",1x1280x16x16,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/resnets.0/norm2/Mul,Mul,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,1280x1x1,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/resnets.0/norm2/Add,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,1280x1x1,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/resnets.0/act_1/Sigmoid,Sigmoid,0.0,0.0,1310720.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/resnets.0/act_1/Mul,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x1280x16x16, 1x1280x16x16",1x1280x16x16,,655360,327680,2621440.0,0.0,1310720.0
/down_blocks.2/resnets.0/conv2/Conv,Conv,14746880.0,1.7,60298240.0,0.43,0.43,0.01,1x1280x16x16,1x1280x16x16,"1280x1280x3x3, 1280",327680,327680,1310720.0,58987520.0,1310720.0
/down_blocks.2/resnets.0/conv_shortcut/Conv,Conv,820480.0,0.09,4592640.0,0.03,0.02,0.01,1x640x16x16,1x1280x16x16,"1280x640x1x1, 1280",163840,327680,655360.0,3281920.0,1310720.0
/down_blocks.2/resnets.0/Add_1,Add,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x1280x16x16, 1x1280x16x16",1x1280x16x16,,655360,327680,2621440.0,0.0,1310720.0
/down_blocks.2/resnets.0/Div,Div,0.0,0.0,1310720.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/Shape,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/Shape_1,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/Shape_2,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/norm/Constant,Constant,0.0,0.0,24.0,0.0,0.0,0.0,,3,,0,3,0.0,0.0,24.0
/down_blocks.2/attentions.0/norm/Reshape,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x1280x16x16, 3",1x32x10240,,327683,327680,1310744.0,0.0,1310720.0
/down_blocks.2/attentions.0/norm/Constant_1,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/down_blocks.2/attentions.0/norm/Constant_2,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/down_blocks.2/attentions.0/norm/InstanceNormalization,InstanceNormalization,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x32x10240, 32, 32",1x32x10240,,327744,327680,1310976.0,0.0,1310720.0
/down_blocks.2/attentions.0/norm/Shape,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/norm/Reshape_1,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x32x10240, 4",1x1280x16x16,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/attentions.0/norm/Mul,Mul,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,1280x1x1,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/norm/Add,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x1280x16x16,1x1280x16x16,1280x1x1,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/Shape_3,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x16x16,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/Transpose,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x1280x16x16,1x16x16x1280,,327680,327680,1310720.0,0.0,1310720.0
Constant_2636,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/Unsqueeze,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
Constant_2638,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/Unsqueeze_1,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
Constant_2640,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/Unsqueeze_2,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/Concat,Concat,0.0,0.0,24.0,0.0,0.0,0.0,"1, 1, 1",3,,3,3,24.0,0.0,24.0
/down_blocks.2/attentions.0/Reshape,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x16x16x1280, 3",1x256x1280,,327683,327680,1310744.0,0.0,1310720.0
/down_blocks.2/attentions.0/proj_in/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/proj_in/Add,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/ReduceMean,ReduceMean,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1280,1x256x1,,327680,256,1310720.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Sub,Sub,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 1x256x1",1x256x1280,,327936,327680,1311744.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Pow,Pow,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x1280,1x256x1280,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/ReduceMean_1,ReduceMean,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1280,1x256x1,,327680,256,1310720.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Add,Add,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1,1x256x1,,256,256,1024.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Sqrt,Sqrt,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1,1x256x1,,256,256,1024.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Div,Div,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 1x256x1",1x256x1280,,327936,327680,1311744.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Mul,Mul,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm1/Add_1,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Shape,Shape,0.0,0.0,24.0,0.0,0.0,0.0,1x256x1280,3,,327680,3,1310720.0,0.0,24.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/to_q/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/to_k/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/to_v/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Shape_1,Shape,0.0,0.0,24.0,0.0,0.0,0.0,1x256x1280,3,,327680,3,1310720.0,0.0,24.0
Constant_2670,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_3,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_4,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2674,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_1,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Concat,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_2677,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_2,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_5,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_6,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2681,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_3,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Concat_1,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_2684,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_4,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_7,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_8,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2688,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_5,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Concat_2,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Reshape,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 4",1x256x20x64,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Transpose,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x20x64,1x20x256x64,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Reshape_1,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 4",1x256x20x64,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Reshape_2,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 4",1x256x20x64,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Transpose_1,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x20x64,1x20x256x64,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Shape_2,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x20x256x64,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_9,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_10,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Slice,Slice,0.0,0.0,8.0,0.0,0.0,0.0,"4, 1, 1",1,,6,1,48.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Cast_2,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Sqrt,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_11,Constant,0.0,0.0,4.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Div_1,Div,0.0,0.0,4.0,0.0,0.0,0.0,"1, 1",1,,2,1,8.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Cast_3,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Transpose_2,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x20x64,1x20x64x256,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Sqrt_1,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Mul,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x20x256x64, 1",1x20x256x64,,327681,327680,1310724.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Sqrt_2,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Mul_1,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x20x64x256, 1",1x20x64x256,,327681,327680,1310724.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/MatMul,MatMul,0.0,0.0,5242880.0,0.04,0.0,0.04,"1x20x256x64, 1x20x64x256",1x20x256x256,,655360,1310720,2621440.0,0.0,5242880.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Softmax,Softmax,0.0,0.0,5242880.0,0.04,0.0,0.04,1x20x256x256,1x20x256x256,,1310720,1310720,5242880.0,0.0,5242880.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/MatMul_1,MatMul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x20x256x256, 1x20x256x64",1x20x256x64,,1638400,327680,6553600.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Transpose_3,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x20x256x64,1x256x20x64,,327680,327680,1310720.0,0.0,1310720.0
Constant_2716,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_6,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Constant_13,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2719,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Unsqueeze_7,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Concat_3,Concat,0.0,0.0,24.0,0.0,0.0,0.0,"1, 1, 1",3,,3,3,24.0,0.0,24.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Reshape_3,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x20x64, 3",1x256x1280,,327683,327680,1310744.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Cast_4,Cast,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x1280,1x256x1280,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/to_out.0/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/to_out.0/Add,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn1/Div_2,Div,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x1280,1x256x1280,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/Add,Add,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 1x256x1280",1x256x1280,,655360,327680,2621440.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/ReduceMean,ReduceMean,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1280,1x256x1,,327680,256,1310720.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Sub,Sub,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 1x256x1",1x256x1280,,327936,327680,1311744.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Pow,Pow,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x1280,1x256x1280,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/ReduceMean_1,ReduceMean,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1280,1x256x1,,327680,256,1310720.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Add,Add,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1,1x256x1,,256,256,1024.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Sqrt,Sqrt,0.0,0.0,1024.0,0.0,0.0,0.0,1x256x1,1x256x1,,256,256,1024.0,0.0,1024.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Div,Div,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 1x256x1",1x256x1280,,327936,327680,1311744.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Mul,Mul,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/norm2/Add_1,Add,1280.0,0.0,1315840.0,0.01,0.0,0.01,1x256x1280,1x256x1280,1280,327680,327680,1310720.0,5120.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/to_q/MatMul,MatMul,1638400.0,0.19,7864320.0,0.06,0.05,0.01,1x256x1280,1x256x1280,1280x1280,327680,327680,1310720.0,6553600.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/to_k/MatMul,MatMul,1310720.0,0.15,5637120.0,0.04,0.04,0.0,1x77x1024,1x77x1280,1024x1280,78848,98560,315392.0,5242880.0,394240.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/to_v/MatMul,MatMul,1310720.0,0.15,5637120.0,0.04,0.04,0.0,1x77x1024,1x77x1280,1024x1280,78848,98560,315392.0,5242880.0,394240.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Shape,Shape,0.0,0.0,24.0,0.0,0.0,0.0,1x77x1280,3,,98560,3,394240.0,0.0,24.0
Constant_2750,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_2,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_3,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2754,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze_1,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Concat,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_2757,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze_2,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_4,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_5,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2761,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze_3,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Concat_1,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_2764,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze_4,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_6,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_7,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_2768,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Unsqueeze_5,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Concat_2,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Reshape,Reshape,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x256x1280, 4",1x256x20x64,,327684,327680,1310752.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Transpose,Transpose,0.0,0.0,1310720.0,0.01,0.0,0.01,1x256x20x64,1x20x256x64,,327680,327680,1310720.0,0.0,1310720.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Reshape_1,Reshape,0.0,0.0,394240.0,0.0,0.0,0.0,"1x77x1280, 4",1x77x20x64,,98564,98560,394272.0,0.0,394240.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Reshape_2,Reshape,0.0,0.0,394240.0,0.0,0.0,0.0,"1x77x1280, 4",1x77x20x64,,98564,98560,394272.0,0.0,394240.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Transpose_1,Transpose,0.0,0.0,394240.0,0.0,0.0,0.0,1x77x20x64,1x20x77x64,,98560,98560,394240.0,0.0,394240.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Shape_1,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x20x256x64,4,,327680,4,1310720.0,0.0,32.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_8,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Constant_9,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Slice,Slice,0.0,0.0,8.0,0.0,0.0,0.0,"4, 1, 1",1,,6,1,48.0,0.0,8.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Cast_2,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,4.0
/down_blocks.2/attentions.0/transformer_blocks.0/attn2/Sqrt,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
