Node,Operator,Number of Params,Params (%),Memory (in Bytes),Memory (%),Weights and Bias Memory (%),Output Memory (%),Inputs Shape,Output Shape,Weights and Bias Shape,Inputs Size,Output Size,Inputs Memory (in Bytes),Weights and Bias Memory (in Bytes),Output Memory (in Bytes)
/mid_block/attentions.0/transformer_blocks.0/attn1/Cast_3,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Transpose_2,Transpose,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x20x64,1x20x64x64,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Sqrt_1,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Mul,Mul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x64, 1",1x20x64x64,,81921,81920,327684.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Sqrt_2,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Mul_1,Mul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x64, 1",1x20x64x64,,81921,81920,327684.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/MatMul,MatMul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x64, 1x20x64x64",1x20x64x64,,163840,81920,655360.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Softmax,Softmax,0.0,0.0,327680.0,0.0,0.0,0.0,1x20x64x64,1x20x64x64,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/MatMul_1,MatMul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x64, 1x20x64x64",1x20x64x64,,163840,81920,655360.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Transpose_3,Transpose,0.0,0.0,327680.0,0.0,0.0,0.0,1x20x64x64,1x64x20x64,,81920,81920,327680.0,0.0,327680.0
Constant_3347,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Unsqueeze_6,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Constant_13,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_3350,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Unsqueeze_7,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Concat_3,Concat,0.0,0.0,24.0,0.0,0.0,0.0,"1, 1, 1",3,,3,3,24.0,0.0,24.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Reshape_3,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x20x64, 3",1x64x1280,,81923,81920,327704.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Cast_4,Cast,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/to_out.0/MatMul,MatMul,1638400.0,0.19,6881280.0,0.05,0.05,0.0,1x64x1280,1x64x1280,1280x1280,81920,81920,327680.0,6553600.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/to_out.0/Add,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn1/Div_2,Div,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/Add,Add,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1280",1x64x1280,,163840,81920,655360.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm2/ReduceMean,ReduceMean,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1280,1x64x1,,81920,64,327680.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Sub,Sub,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1",1x64x1280,,81984,81920,327936.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Pow,Pow,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm2/ReduceMean_1,ReduceMean,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1280,1x64x1,,81920,64,327680.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Add,Add,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1,1x64x1,,64,64,256.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Sqrt,Sqrt,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1,1x64x1,,64,64,256.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Div,Div,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1",1x64x1280,,81984,81920,327936.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Mul,Mul,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm2/Add_1,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/to_q/MatMul,MatMul,1638400.0,0.19,6881280.0,0.05,0.05,0.0,1x64x1280,1x64x1280,1280x1280,81920,81920,327680.0,6553600.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/to_k/MatMul,MatMul,1310720.0,0.15,5637120.0,0.04,0.04,0.0,1x77x1024,1x77x1280,1024x1280,78848,98560,315392.0,5242880.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/to_v/MatMul,MatMul,1310720.0,0.15,5637120.0,0.04,0.04,0.0,1x77x1024,1x77x1280,1024x1280,78848,98560,315392.0,5242880.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Shape,Shape,0.0,0.0,24.0,0.0,0.0,0.0,1x77x1280,3,,98560,3,394240.0,0.0,24.0
Constant_3381,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_2,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_3,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_3385,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_1,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Concat,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_3388,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_2,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_4,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_5,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_3392,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_3,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Concat_1,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
Constant_3395,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_4,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_6,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_7,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_3399,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_5,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Concat_2,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Reshape,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 4",1x64x20x64,,81924,81920,327712.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Transpose,Transpose,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x20x64,1x20x64x64,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Reshape_1,Reshape,0.0,0.0,394240.0,0.0,0.0,0.0,"1x77x1280, 4",1x77x20x64,,98564,98560,394272.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Reshape_2,Reshape,0.0,0.0,394240.0,0.0,0.0,0.0,"1x77x1280, 4",1x77x20x64,,98564,98560,394272.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Transpose_1,Transpose,0.0,0.0,394240.0,0.0,0.0,0.0,1x77x20x64,1x20x77x64,,98560,98560,394240.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Shape_1,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x20x64x64,4,,81920,4,327680.0,0.0,32.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_8,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_9,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Slice,Slice,0.0,0.0,8.0,0.0,0.0,0.0,"4, 1, 1",1,,6,1,48.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Cast_2,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Sqrt,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_10,Constant,0.0,0.0,4.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Div_1,Div,0.0,0.0,4.0,0.0,0.0,0.0,"1, 1",1,,2,1,8.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Cast_3,Cast,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Transpose_2,Transpose,0.0,0.0,394240.0,0.0,0.0,0.0,1x77x20x64,1x20x64x77,,98560,98560,394240.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Sqrt_1,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Mul,Mul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x64, 1",1x20x64x64,,81921,81920,327684.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Sqrt_2,Sqrt,0.0,0.0,4.0,0.0,0.0,0.0,1,1,,1,1,4.0,0.0,4.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Mul_1,Mul,0.0,0.0,394240.0,0.0,0.0,0.0,"1x20x64x77, 1",1x20x64x77,,98561,98560,394244.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/MatMul,MatMul,0.0,0.0,394240.0,0.0,0.0,0.0,"1x20x64x64, 1x20x64x77",1x20x64x77,,180480,98560,721920.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Softmax,Softmax,0.0,0.0,394240.0,0.0,0.0,0.0,1x20x64x77,1x20x64x77,,98560,98560,394240.0,0.0,394240.0
/mid_block/attentions.0/transformer_blocks.0/attn2/MatMul_1,MatMul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x20x64x77, 1x20x77x64",1x20x64x64,,197120,81920,788480.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Transpose_3,Transpose,0.0,0.0,327680.0,0.0,0.0,0.0,1x20x64x64,1x64x20x64,,81920,81920,327680.0,0.0,327680.0
Constant_3427,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_6,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Constant_12,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
Constant_3430,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Unsqueeze_7,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Concat_3,Concat,0.0,0.0,24.0,0.0,0.0,0.0,"1, 1, 1",3,,3,3,24.0,0.0,24.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Reshape_3,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x20x64, 3",1x64x1280,,81923,81920,327704.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Cast_4,Cast,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/to_out.0/MatMul,MatMul,1638400.0,0.19,6881280.0,0.05,0.05,0.0,1x64x1280,1x64x1280,1280x1280,81920,81920,327680.0,6553600.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/to_out.0/Add,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/attn2/Div_2,Div,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/Add_1,Add,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1280",1x64x1280,,163840,81920,655360.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm3/ReduceMean,ReduceMean,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1280,1x64x1,,81920,64,327680.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Sub,Sub,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1",1x64x1280,,81984,81920,327936.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Pow,Pow,0.0,0.0,327680.0,0.0,0.0,0.0,1x64x1280,1x64x1280,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm3/ReduceMean_1,ReduceMean,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1280,1x64x1,,81920,64,327680.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Add,Add,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1,1x64x1,,64,64,256.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Sqrt,Sqrt,0.0,0.0,256.0,0.0,0.0,0.0,1x64x1,1x64x1,,64,64,256.0,0.0,256.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Div,Div,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1",1x64x1280,,81984,81920,327936.0,0.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Mul,Mul,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/norm3/Add_1,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/proj/MatMul,MatMul,13107200.0,1.51,55050240.0,0.4,0.38,0.02,1x64x1280,1x64x10240,1280x10240,81920,655360,327680.0,52428800.0,2621440.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/proj/Add,Add,10240.0,0.0,2662400.0,0.02,0.0,0.02,1x64x10240,1x64x10240,10240,655360,655360,2621440.0,40960.0,2621440.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Shape,Shape,0.0,0.0,24.0,0.0,0.0,0.0,1x64x10240,3,,655360,3,2621440.0,0.0,24.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Gather,Gather,0.0,0.0,8.0,0.0,0.0,0.0,"3, 1",1,,4,1,32.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant_1,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant_2,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Add,Add,0.0,0.0,8.0,0.0,0.0,0.0,"1, 1",1,,2,1,16.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant_3,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Div,Div,0.0,0.0,8.0,0.0,0.0,0.0,"1, 1",1,,2,1,16.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant_4,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Mul,Mul,0.0,0.0,8.0,0.0,0.0,0.0,"1, 1",1,,2,1,16.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Slice,Slice,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x64x10240, 1, 1, 1",1x64x5120,,655363,327680,2621464.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Constant_5,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Mul_1,Mul,0.0,0.0,8.0,0.0,0.0,0.0,"1, 1",1,,2,1,16.0,0.0,8.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Slice_1,Slice,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x64x10240, 1, 1, 1",1x64x5120,,655363,327680,2621464.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Div_1,Div,0.0,0.0,1310720.0,0.01,0.0,0.01,1x64x5120,1x64x5120,,327680,327680,1310720.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Erf,Erf,0.0,0.0,1310720.0,0.01,0.0,0.01,1x64x5120,1x64x5120,,327680,327680,1310720.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Add_1,Add,0.0,0.0,1310720.0,0.01,0.0,0.01,1x64x5120,1x64x5120,,327680,327680,1310720.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Mul_2,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x64x5120, 1x64x5120",1x64x5120,,655360,327680,2621440.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Mul_3,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,1x64x5120,1x64x5120,,327680,327680,1310720.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.0/Mul_4,Mul,0.0,0.0,1310720.0,0.01,0.0,0.01,"1x64x5120, 1x64x5120",1x64x5120,,655360,327680,2621440.0,0.0,1310720.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.2/MatMul,MatMul,6553600.0,0.76,26542080.0,0.19,0.19,0.0,1x64x5120,1x64x1280,5120x1280,327680,81920,1310720.0,26214400.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/ff/net.2/Add,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
/mid_block/attentions.0/transformer_blocks.0/Add_2,Add,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 1x64x1280",1x64x1280,,163840,81920,655360.0,0.0,327680.0
/mid_block/attentions.0/proj_out/MatMul,MatMul,1638400.0,0.19,6881280.0,0.05,0.05,0.0,1x64x1280,1x64x1280,1280x1280,81920,81920,327680.0,6553600.0,327680.0
/mid_block/attentions.0/proj_out/Add,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x64x1280,1x64x1280,1280,81920,81920,327680.0,5120.0,327680.0
Constant_3481,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/Unsqueeze_3,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
Constant_3483,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/Unsqueeze_4,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
Constant_3485,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/Unsqueeze_5,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
Constant_3487,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/attentions.0/Unsqueeze_6,Unsqueeze,0.0,0.0,8.0,0.0,0.0,0.0,1,1,,1,1,8.0,0.0,8.0
/mid_block/attentions.0/Concat_1,Concat,0.0,0.0,32.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4,4,32.0,0.0,32.0
/mid_block/attentions.0/Reshape_1,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x64x1280, 4",1x8x8x1280,,81924,81920,327712.0,0.0,327680.0
/mid_block/attentions.0/Transpose_1,Transpose,0.0,0.0,327680.0,0.0,0.0,0.0,1x8x8x1280,1x1280x8x8,,81920,81920,327680.0,0.0,327680.0
/mid_block/attentions.0/Add,Add,0.0,0.0,327680.0,0.0,0.0,0.0,"1x1280x8x8, 1x1280x8x8",1x1280x8x8,,163840,81920,655360.0,0.0,327680.0
/mid_block/resnets.1/norm1/Constant,Constant,0.0,0.0,24.0,0.0,0.0,0.0,,3,,0,3,0.0,0.0,24.0
/mid_block/resnets.1/norm1/Reshape,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x1280x8x8, 3",1x32x2560,,81923,81920,327704.0,0.0,327680.0
/mid_block/resnets.1/norm1/Constant_1,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/mid_block/resnets.1/norm1/Constant_2,Constant,0.0,0.0,128.0,0.0,0.0,0.0,,32,,0,32,0.0,0.0,128.0
/mid_block/resnets.1/norm1/InstanceNormalization,InstanceNormalization,0.0,0.0,327680.0,0.0,0.0,0.0,"1x32x2560, 32, 32",1x32x2560,,81984,81920,327936.0,0.0,327680.0
/mid_block/resnets.1/norm1/Shape,Shape,0.0,0.0,32.0,0.0,0.0,0.0,1x1280x8x8,4,,81920,4,327680.0,0.0,32.0
/mid_block/resnets.1/norm1/Reshape_1,Reshape,0.0,0.0,327680.0,0.0,0.0,0.0,"1x32x2560, 4",1x1280x8x8,,81924,81920,327712.0,0.0,327680.0
/mid_block/resnets.1/norm1/Mul,Mul,1280.0,0.0,332800.0,0.0,0.0,0.0,1x1280x8x8,1x1280x8x8,1280x1x1,81920,81920,327680.0,5120.0,327680.0
/mid_block/resnets.1/norm1/Add,Add,1280.0,0.0,332800.0,0.0,0.0,0.0,1x1280x8x8,1x1280x8x8,1280x1x1,81920,81920,327680.0,5120.0,327680.0
/mid_block/resnets.1/act/Sigmoid,Sigmoid,0.0,0.0,327680.0,0.0,0.0,0.0,1x1280x8x8,1x1280x8x8,,81920,81920,327680.0,0.0,327680.0
/mid_block/resnets.1/act/Mul,Mul,0.0,0.0,327680.0,0.0,0.0,0.0,"1x1280x8x8, 1x1280x8x8",1x1280x8x8,,163840,81920,655360.0,0.0,327680.0
/mid_block/resnets.1/conv1/Conv,Conv,14746880.0,1.7,59315200.0,0.43,0.43,0.0,1x1280x8x8,1x1280x8x8,"1280x1280x3x3, 1280",81920,81920,327680.0,58987520.0,327680.0
/mid_block/resnets.1/time_emb_proj/Gemm,Gemm,1639680.0,0.19,6563840.0,0.05,0.05,0.0,1x1280,1x1280,"1280x1280, 1280",1280,1280,5120.0,6558720.0,5120.0
/mid_block/resnets.1/Constant,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
/mid_block/resnets.1/Unsqueeze,Unsqueeze,0.0,0.0,5120.0,0.0,0.0,0.0,"1x1280, 1",1x1280x1,,1281,1280,5128.0,0.0,5120.0
/mid_block/resnets.1/Constant_1,Constant,0.0,0.0,8.0,0.0,0.0,0.0,,1,,0,1,0.0,0.0,8.0
