UNet,VAE Decoder,Total
400.245,194.83,36583.178997039795
236.605,168.28,31062.19244003296
285.465,170.31,28125.377655029297
246.42,190.5,34881.14094734192
402.46,196.29,35540.64965248108
521.06,195.58,36782.045125961304
872.415,199.43,39365.58675765991
305.835,202.32,38718.467712402344
828.53,209.79,34858.24179649353
410.515,196.92,50662.72163391113
377.2,201.85,35904.77132797241
