UNet,VAE Decoder,Total
1363.9,133.62,17570.08457183838
1392.26,125.36,17562.727212905884
1324.46,132.26,17347.227811813354
1305.94,125.55,17484.154224395752
1319.54,123.53,17227.723360061646
1263.34,126.24,17372.496604919434
1279.92,123.88,17727.47778892517
1338.9,130.6,17246.25277519226
1396.1,129.9,17247.06268310547
1361.0,127.51,18231.91475868225
1463.94,129.93,17346.570014953613
1312.02,129.04,17387.95566558838
1190.04,131.83,16440.30809402466
