Node,Operation,Inputs Shape,Weights and Bias Shape,Output Shape,Weights and Bias Params Size,Output Params Size,Weights and Bias Memory (in Bytes),Output Memory (in Bytes)
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Reshape,Reshape,"1x1024x640, 4",,1x1024x10x64,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Transpose,Transpose,1x1024x10x64,,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Reshape_1,Reshape,"1x77x640, 4",,1x77x10x64,0,49280,0,197120
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Reshape_2,Reshape,"1x77x640, 4",,1x77x10x64,0,49280,0,197120
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Transpose_1,Transpose,1x77x10x64,,1x10x77x64,0,49280,0,197120
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Shape_1,Shape,1x10x1024x64,,4,0,4,0,32
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Constant_8,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Constant_9,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Slice,Slice,"4, 1, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Cast_2,Cast,1,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Sqrt,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Constant_10,Constant,,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Div_1,Div,"1, 1",,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Cast_3,Cast,1,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Transpose_2,Transpose,1x77x10x64,,1x10x64x77,0,49280,0,197120
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Sqrt_1,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Mul,Mul,"1x10x1024x64, 1",,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Sqrt_2,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Mul_1,Mul,"1x10x64x77, 1",,1x10x64x77,0,49280,0,197120
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/MatMul,MatMul,"1x10x1024x64, 1x10x64x77",,1x10x1024x77,0,788480,0,3153920
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Softmax,Softmax,1x10x1024x77,,1x10x1024x77,0,788480,0,3153920
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/MatMul_1,MatMul,"1x10x1024x77, 1x10x77x64",,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Transpose_3,Transpose,1x10x1024x64,,1x1024x10x64,0,655360,0,2621440
Constant_4991,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Unsqueeze_6,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Constant_12,Constant,,,1,0,1,0,8
Constant_4994,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Unsqueeze_7,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Concat_3,Concat,"1, 1, 1",,3,0,3,0,24
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Reshape_3,Reshape,"1x1024x10x64, 3",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Cast_4,Cast,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/to_out.0/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/to_out.0/Add,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/attn2/Div_2,Div,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/Add_1,Add,"1x1024x640, 1x1024x640",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/ReduceMean,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Sub,Sub,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Pow,Pow,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/ReduceMean_1,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Add,Add,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Sqrt,Sqrt,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Div,Div,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Mul,Mul,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/norm3/Add_1,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/proj/MatMul,MatMul,1x1024x640,640x5120,1x1024x5120,3276800,5242880,13107200,20971520
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/proj/Add,Add,1x1024x5120,5120,1x1024x5120,5120,5242880,20480,20971520
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Shape,Shape,1x1024x5120,,3,0,3,0,24
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Gather,Gather,"3, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant_1,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant_2,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Add,Add,"1, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant_3,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Div,Div,"1, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant_4,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Mul,Mul,"1, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Slice,Slice,"1x1024x5120, 1, 1, 1",,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Constant_5,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Mul_1,Mul,"1, 1",,1,0,1,0,8
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Slice_1,Slice,"1x1024x5120, 1, 1, 1",,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Div_1,Div,1x1024x2560,,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Erf,Erf,1x1024x2560,,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Add_1,Add,1x1024x2560,,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Mul_2,Mul,"1x1024x2560, 1x1024x2560",,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Mul_3,Mul,1x1024x2560,,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.0/Mul_4,Mul,"1x1024x2560, 1x1024x2560",,1x1024x2560,0,2621440,0,10485760
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.2/MatMul,MatMul,1x1024x2560,2560x640,1x1024x640,1638400,655360,6553600,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/ff/net.2/Add,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.1/transformer_blocks.0/Add_2,Add,"1x1024x640, 1x1024x640",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.1/proj_out/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.1/proj_out/Add,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
Constant_5045,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/Unsqueeze_3,Unsqueeze,1,,1,0,1,0,8
Constant_5047,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/Unsqueeze_4,Unsqueeze,1,,1,0,1,0,8
Constant_5049,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/Unsqueeze_5,Unsqueeze,1,,1,0,1,0,8
Constant_5051,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.1/Unsqueeze_6,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.1/Concat_1,Concat,"1, 1, 1, 1",,4,0,4,0,32
/up_blocks.2/attentions.1/Reshape_1,Reshape,"1x1024x640, 4",,1x32x32x640,0,655360,0,2621440
/up_blocks.2/attentions.1/Transpose_1,Transpose,1x32x32x640,,1x640x32x32,0,655360,0,2621440
/up_blocks.2/attentions.1/Add,Add,"1x640x32x32, 1x640x32x32",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/Concat_2,Concat,"1x640x32x32, 1x320x32x32",,1x960x32x32,0,983040,0,3932160
/up_blocks.2/resnets.2/norm1/Constant,Constant,,,3,0,3,0,24
/up_blocks.2/resnets.2/norm1/Reshape,Reshape,"1x960x32x32, 3",,1x32x30720,0,983040,0,3932160
/up_blocks.2/resnets.2/norm1/Constant_1,Constant,,,32,0,32,0,128
/up_blocks.2/resnets.2/norm1/Constant_2,Constant,,,32,0,32,0,128
/up_blocks.2/resnets.2/norm1/InstanceNormalization,InstanceNormalization,"1x32x30720, 32, 32",,1x32x30720,0,983040,0,3932160
/up_blocks.2/resnets.2/norm1/Shape,Shape,1x960x32x32,,4,0,4,0,32
/up_blocks.2/resnets.2/norm1/Reshape_1,Reshape,"1x32x30720, 4",,1x960x32x32,0,983040,0,3932160
/up_blocks.2/resnets.2/norm1/Mul,Mul,1x960x32x32,960x1x1,1x960x32x32,960,983040,3840,3932160
/up_blocks.2/resnets.2/norm1/Add,Add,1x960x32x32,960x1x1,1x960x32x32,960,983040,3840,3932160
/up_blocks.2/resnets.2/act/Sigmoid,Sigmoid,1x960x32x32,,1x960x32x32,0,983040,0,3932160
/up_blocks.2/resnets.2/act/Mul,Mul,"1x960x32x32, 1x960x32x32",,1x960x32x32,0,983040,0,3932160
/up_blocks.2/resnets.2/conv1/Conv,Conv,1x960x32x32,"640x960x3x3, 640",1x640x32x32,5530240,655360,22120960,2621440
/up_blocks.2/resnets.2/time_emb_proj/Gemm,Gemm,1x1280,"640x1280, 640",1x640,819840,640,3279360,2560
/up_blocks.2/resnets.2/Constant,Constant,,,1,0,1,0,8
/up_blocks.2/resnets.2/Unsqueeze,Unsqueeze,"1x640, 1",,1x640x1,0,640,0,2560
/up_blocks.2/resnets.2/Constant_1,Constant,,,1,0,1,0,8
/up_blocks.2/resnets.2/Unsqueeze_1,Unsqueeze,"1x640x1, 1",,1x640x1x1,0,640,0,2560
/up_blocks.2/resnets.2/Add,Add,"1x640x32x32, 1x640x1x1",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/resnets.2/norm2/Constant,Constant,,,3,0,3,0,24
/up_blocks.2/resnets.2/norm2/Reshape,Reshape,"1x640x32x32, 3",,1x32x20480,0,655360,0,2621440
/up_blocks.2/resnets.2/norm2/Constant_1,Constant,,,32,0,32,0,128
/up_blocks.2/resnets.2/norm2/Constant_2,Constant,,,32,0,32,0,128
/up_blocks.2/resnets.2/norm2/InstanceNormalization,InstanceNormalization,"1x32x20480, 32, 32",,1x32x20480,0,655360,0,2621440
/up_blocks.2/resnets.2/norm2/Shape,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/resnets.2/norm2/Reshape_1,Reshape,"1x32x20480, 4",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/resnets.2/norm2/Mul,Mul,1x640x32x32,640x1x1,1x640x32x32,640,655360,2560,2621440
/up_blocks.2/resnets.2/norm2/Add,Add,1x640x32x32,640x1x1,1x640x32x32,640,655360,2560,2621440
/up_blocks.2/resnets.2/act_1/Sigmoid,Sigmoid,1x640x32x32,,1x640x32x32,0,655360,0,2621440
/up_blocks.2/resnets.2/act_1/Mul,Mul,"1x640x32x32, 1x640x32x32",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/resnets.2/conv2/Conv,Conv,1x640x32x32,"640x640x3x3, 640",1x640x32x32,3687040,655360,14748160,2621440
/up_blocks.2/resnets.2/conv_shortcut/Conv,Conv,1x960x32x32,"640x960x1x1, 640",1x640x32x32,615040,655360,2460160,2621440
/up_blocks.2/resnets.2/Add_1,Add,"1x640x32x32, 1x640x32x32",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/resnets.2/Div,Div,1x640x32x32,,1x640x32x32,0,655360,0,2621440
/up_blocks.2/attentions.2/Shape,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/attentions.2/Shape_1,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/attentions.2/Shape_2,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/attentions.2/norm/Constant,Constant,,,3,0,3,0,24
/up_blocks.2/attentions.2/norm/Reshape,Reshape,"1x640x32x32, 3",,1x32x20480,0,655360,0,2621440
/up_blocks.2/attentions.2/norm/Constant_1,Constant,,,32,0,32,0,128
/up_blocks.2/attentions.2/norm/Constant_2,Constant,,,32,0,32,0,128
/up_blocks.2/attentions.2/norm/InstanceNormalization,InstanceNormalization,"1x32x20480, 32, 32",,1x32x20480,0,655360,0,2621440
/up_blocks.2/attentions.2/norm/Shape,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/attentions.2/norm/Reshape_1,Reshape,"1x32x20480, 4",,1x640x32x32,0,655360,0,2621440
/up_blocks.2/attentions.2/norm/Mul,Mul,1x640x32x32,640x1x1,1x640x32x32,640,655360,2560,2621440
/up_blocks.2/attentions.2/norm/Add,Add,1x640x32x32,640x1x1,1x640x32x32,640,655360,2560,2621440
/up_blocks.2/attentions.2/Shape_3,Shape,1x640x32x32,,4,0,4,0,32
/up_blocks.2/attentions.2/Transpose,Transpose,1x640x32x32,,1x32x32x640,0,655360,0,2621440
Constant_5115,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/Unsqueeze,Unsqueeze,1,,1,0,1,0,8
Constant_5117,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/Unsqueeze_1,Unsqueeze,1,,1,0,1,0,8
Constant_5119,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/Unsqueeze_2,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/Concat,Concat,"1, 1, 1",,3,0,3,0,24
/up_blocks.2/attentions.2/Reshape,Reshape,"1x32x32x640, 3",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/proj_in/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/proj_in/Add,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/ReduceMean,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Sub,Sub,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Pow,Pow,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/ReduceMean_1,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Add,Add,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Sqrt,Sqrt,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Div,Div,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Mul,Mul,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm1/Add_1,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Shape,Shape,1x1024x640,,3,0,3,0,24
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/to_q/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/to_k/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/to_v/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Shape_1,Shape,1x1024x640,,3,0,3,0,24
Constant_5149,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_3,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_4,Constant,,,1,0,1,0,8
Constant_5153,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_1,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Concat,Concat,"1, 1, 1, 1",,4,0,4,0,32
Constant_5156,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_2,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_5,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_6,Constant,,,1,0,1,0,8
Constant_5160,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_3,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Concat_1,Concat,"1, 1, 1, 1",,4,0,4,0,32
Constant_5163,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_4,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_7,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_8,Constant,,,1,0,1,0,8
Constant_5167,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_5,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Concat_2,Concat,"1, 1, 1, 1",,4,0,4,0,32
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Reshape,Reshape,"1x1024x640, 4",,1x1024x10x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Transpose,Transpose,1x1024x10x64,,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Reshape_1,Reshape,"1x1024x640, 4",,1x1024x10x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Reshape_2,Reshape,"1x1024x640, 4",,1x1024x10x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Transpose_1,Transpose,1x1024x10x64,,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Shape_2,Shape,1x10x1024x64,,4,0,4,0,32
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_9,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_10,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Slice,Slice,"4, 1, 1",,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Cast_2,Cast,1,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Sqrt,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_11,Constant,,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Div_1,Div,"1, 1",,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Cast_3,Cast,1,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Transpose_2,Transpose,1x1024x10x64,,1x10x64x1024,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Sqrt_1,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Mul,Mul,"1x10x1024x64, 1",,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Sqrt_2,Sqrt,1,,1,0,1,0,4
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Mul_1,Mul,"1x10x64x1024, 1",,1x10x64x1024,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/MatMul,MatMul,"1x10x1024x64, 1x10x64x1024",,1x10x1024x1024,0,10485760,0,41943040
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Softmax,Softmax,1x10x1024x1024,,1x10x1024x1024,0,10485760,0,41943040
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/MatMul_1,MatMul,"1x10x1024x1024, 1x10x1024x64",,1x10x1024x64,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Transpose_3,Transpose,1x10x1024x64,,1x1024x10x64,0,655360,0,2621440
Constant_5195,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_6,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Constant_13,Constant,,,1,0,1,0,8
Constant_5198,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Unsqueeze_7,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Concat_3,Concat,"1, 1, 1",,3,0,3,0,24
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Reshape_3,Reshape,"1x1024x10x64, 3",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Cast_4,Cast,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/to_out.0/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/to_out.0/Add,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn1/Div_2,Div,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/Add,Add,"1x1024x640, 1x1024x640",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/ReduceMean,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Sub,Sub,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Pow,Pow,1x1024x640,,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/ReduceMean_1,ReduceMean,1x1024x640,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Add,Add,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Sqrt,Sqrt,1x1024x1,,1x1024x1,0,1024,0,4096
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Div,Div,"1x1024x640, 1x1024x1",,1x1024x640,0,655360,0,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Mul,Mul,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/norm2/Add_1,Add,1x1024x640,640,1x1024x640,640,655360,2560,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/to_q/MatMul,MatMul,1x1024x640,640x640,1x1024x640,409600,655360,1638400,2621440
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/to_k/MatMul,MatMul,1x77x1024,1024x640,1x77x640,655360,49280,2621440,197120
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/to_v/MatMul,MatMul,1x77x1024,1024x640,1x77x640,655360,49280,2621440,197120
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Shape,Shape,1x77x640,,3,0,3,0,24
Constant_5229,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_2,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_3,Constant,,,1,0,1,0,8
Constant_5233,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze_1,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Concat,Concat,"1, 1, 1, 1",,4,0,4,0,32
Constant_5236,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze_2,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_4,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_5,Constant,,,1,0,1,0,8
Constant_5240,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze_3,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Concat_1,Concat,"1, 1, 1, 1",,4,0,4,0,32
Constant_5243,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze_4,Unsqueeze,1,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_6,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Constant_7,Constant,,,1,0,1,0,8
Constant_5247,Constant,,,1,0,1,0,8
/up_blocks.2/attentions.2/transformer_blocks.0/attn2/Unsqueeze_5,Unsqueeze,1,,1,0,1,0,8
